avg_closeness_centrality,rotError.std.mean
0.0829681026723,0.0136865652174
0.0792384190845,0.00848306666667
0.0798824288546,0.00990715789474
0.178437489832,0.00666489285714
0.111079156429,0.00854714285714
0.0829357773374,0.0155064516129
0.0635474330535,0.0139629166667
0.0627819242078,0.0146126956522
0.070759448798,0.00927660869565
0.0847485271117,0.00886394594595
0.0911718928997,0.0103236571429
0.121065388922,0.00831244
0.120524288794,0.0120980666667
0.0966926435271,0.00897186111111
0.130293676296,0.0070672
0.119034100862,0.00862697142857
0.0633096270436,0.0111955416667
0.0716879263894,0.0146358235294
0.0626132509807,0.0165645
0.0884732603304,0.00871552173913
0.0418780662733,0.0142774482759
0.0745168063384,0.0177865357143
0.108537964332,0.0435829285714
0.0689598898793,0.01847425
0.12870857214,0.0134678235294
0.0852834013798,0.0117434782609
0.126092060057,0.0171069
0.0607268432365,0.0210941176471
0.0613436786713,0.00869485714286
0.0713487155756,0.00991634782609
0.0716179077184,0.0162976363636
0.0677186188063,0.01273672
0.0583282349173,0.0216128148148
0.0511601522691,0.0267318666667
0.0630304264848,0.014787
0.0576403296223,0.01558596875
0.134849739205,0.00887017391304
0.0787934053944,0.0132185
0.0784116989904,0.0158112592593
0.10438803755,0.0110901538462
0.0621938106869,0.016004875
0.0459685102702,0.0116140454545
0.0833470642953,0.0131456666667
0.0668233399598,0.012016
0.0674685943723,0.0138605172414
0.066160655136,0.0208444333333
0.086124372711,0.0209096857143
0.0670963269855,0.0136826097561
0.0860557798913,0.0140931785714
0.0743900151433,0.0134039285714
0.0848779173114,0.0124418666667
0.0957811074698,0.0149295555556
0.0804055982337,0.0113095
0.0602154793258,0.01085984
0.0849009471958,0.0133554761905
0.0764866089586,0.0143581333333
0.0838354988579,0.00947095238095
0.0620173042545,0.0113865483871
0.0854679083625,0.0149370666667
0.089826724729,0.0114615121951
0.276990231888,0.00805719230769
0.0799232574825,0.0116139666667
0.0653665559372,0.01513984375
0.0828839962515,0.0103575555556
0.0752682157962,0.0177405833333
0.105127732991,0.0105403103448
0.0763646154256,0.0159079615385
0.0824425675438,0.0123346818182
0.0764803546915,0.00975977777778
0.0502815796087,0.0120594285714
0.0840568168315,0.0112861428571
0.0692964768629,0.00749868
0.0778106496485,0.00801097368421
0.047644843881,0.0182204166667
