topology_avg_eigenvector_centrality,rotError.numSamples.std
0.13865641287,1692.08022859
0.141536517399,3411.5
0.19029821377,2886.681652
0.162656297032,2356.0
0.144827625308,168.5
0.133171073548,0.0
0.0917543071379,1162.0
0.187043352329,2768.629117
0.177732551984,332796.5
0.152601241746,1162326.40025
0.125390723695,0.0
0.124928999144,4484.43361963
0.137505066747,0.0
0.176734832805,4596.02468323
0.194446635085,6269.0
0.189310947774,4659.5
0.162006200604,23467.5
0.145353392472,0.0
0.131709467573,2134.0
0.126010953526,0.0
0.110396908215,3793.5
0.145123925159,25849.7467299
0.115000447066,27505.3824798
0.569035593729,164604.661684
0.219330026797,0.0
0.184013731576,116037.005748
0.160895527543,15605.2559274
0.117099210659,231363.029035
0.112421327167,8298.5
0.177507132432,59179.5
0.137963629888,0.0
0.103876954315,358042.389847
0.101913121764,489724.0
0.202768108095,0.0
0.113226954911,274071.0
0.0976862702812,0.0
0.148732170502,56789.5485037

5-Fold RMSE:,107863.790239,390189.804587,182962.39412,207163.046451,207163.046451
Average 5-Fold RMSE:,198513.389492

5-Fold rsquared:,-0.124686798901,-1.04880791161,-0.072642565266,-0.203491866003,-0.203491866003
Average 5-Fold rsquared:,-0.292929972927
