topology_std_betweenness_centrality,transError.std.std
0.157060934161,0.0488762765684
0.124401224416,0.1863275
0.219441665803,0.101101237389
0.187756497808,0.186017
0.154019596736,0.009255
0.15294041887,0.0
0.141627662593,0.0591725
0.216662018134,0.138424101571
0.212474501198,7.65827
0.179116363595,14.6652972746
0.16600218961,0.0
0.170907443183,0.163987254835
0.132183205558,0.0
0.206867780433,0.187602242848
0.224004288455,0.322411
0.196185373283,0.2730165
0.158996914607,0.749069
0.20325722398,0.0
0.124375787197,0.066417
0.146143564105,0.0
0.116264239203,0.146625
0.16435750178,0.721266797933
0.153122424652,0.738109625713
0.471404520791,3.0796217385
0.242817084083,0.0
0.216313212501,4.04790223421
0.183840968349,0.36931376237
0.148639864971,2.45785083592
0.119075163898,0.413958
0.220853420272,0.845742
0.190652239415,0.0
0.119381307136,2.57654755771
0.147003696536,10.1506075
0.234536156628,0.0
0.131812264312,7.315611
0.0895510295476,0.0
0.19657591917,0.795869226053

5-Fold RMSE:,1.64060889771,4.80978613458,4.23082780679,1.51425270735,1.51425270735
Average 5-Fold RMSE:,2.94438264254

5-Fold rsquared:,-0.0324363416766,-0.170114481502,-1.59392799551,-0.0226360129502,-0.0226360129502
Average 5-Fold rsquared:,-0.387088016496
